Tract,Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
14580,-121.76,36.91,23,1276,437,1359,376,1.9609,155
14581,-121.77,36.91,8,2715,750,2580,718,2.8348,162
14582,-121.76,36.9,44,919,309,1321,301,2.0775,121.4
14583,-121.77,36.93,20,2587,547,1534,540,2.4375,190.4
14584,-121.77,36.93,33,1406,317,1075,301,3.2813,190
14585,-121.76,36.92,20,2687,637,2154,610,2.6434,169.7
14586,-121.77,36.92,9,4934,1112,3198,977,3.5,194.8
14587,-121.78,36.93,21,2794,662,2236,565,2.4053,178.4
14588,-121.77,36.94,18,1063,341,1033,313,2.0192,171.3
14589,-121.79,36.95,34,2152,430,1516,386,3.7863,192.2
14590,-122.25,37.08,20,1201,282,601,234,2.5556,177.5
14591,-122.14,37.08,18,2420,439,1278,416,5.2101,334
14592,-122.11,37.05,18,3337,549,1449,519,5.1412,315.8
14593,-122.13,36.97,27,991,194,543,155,4.7188,350
14594,-122.07,37.13,26,1127,199,543,199,4.9792,240
14595,-122.09,37.11,32,2637,489,1031,410,3.6474,231.6
14596,-122.12,37.09,36,1397,289,661,243,4.125,239.6
14597,-122.09,37.07,33,3581,734,1780,663,4.3429,214.3
14598,-122.08,37.08,35,1541,297,791,277,4.425,204.8
14599,-122.16,37.17,35,6422,1380,2755,1064,5.0165,202.3
14600,-122.12,37.12,51,2419,485,1078,435,2.7933,206.9
14601,-122.18,37.15,17,1457,289,591,235,5.5785,284.1
14602,-122.12,37.16,32,1602,317,752,275,5.1664,185.1
14603,-122.08,37.15,23,506,96,264,89,7.1366,273.9
14604,-122.11,37.11,46,1993,404,850,327,5.208,206.8
14605,-122.11,37.14,29,3201,640,1722,570,4.4597,204.1
14606,-122.13,37.15,39,2854,613,1338,518,3.9423,180.3
14607,-122.09,37.21,15,1969,332,822,324,7.8774,394.9
14608,-122,37.12,17,4413,672,1674,608,6.9772,383.3
14609,-122.04,37.12,30,1427,311,686,251,4.0781,154.5
14610,-122.02,37.11,36,2066,401,942,344,5.2417,196.4
14611,-122.05,37.11,39,1065,248,497,208,4.5972,146.3
14612,-122.07,37.08,21,5639,894,2670,871,6.0809,270
14613,-122.05,37.05,41,2422,502,915,366,4.1679,201.3
14614,-122.07,37.06,31,1634,370,939,332,3.8625,232.3
14615,-122.08,37.04,34,2800,577,1353,512,4.1161,220.9
14616,-122.08,37.03,36,4682,899,2143,832,4.5096,203.7
14617,-122.04,37.04,17,4977,994,1987,947,3.8854,312.3
14618,-122.03,37.03,21,4650,733,2014,704,5.6233,322
14619,-122.02,37.01,20,1005,138,345,129,10.0968,500.001
14620,-122.03,37,30,2077,342,816,328,5.2078,440.5
14621,-122.04,37.08,20,467,95,229,86,4.8,261.5
14622,-122.02,37.09,35,1818,368,682,254,4.8611,240
14623,-122.03,37.05,12,2010,422,784,407,3.9728,190.9
14624,-122.01,37.06,19,4113,767,2006,732,5.1121,308.1
14625,-122,37.08,17,4154,739,2149,693,5.5919,373.4
14626,-121.95,37.11,21,2387,357,913,341,7.736,397.7
14627,-121.96,37.1,20,922,155,361,135,6.3617,331.5
14628,-121.87,37.1,20,1918,304,798,302,7.5755,402.3
14629,-121.9,37.1,23,1708,287,670,238,6.4517,356.6
14630,-121.93,37.04,36,1522,230,677,206,5.8642,363.5
14631,-121.96,37.03,17,1343,203,511,185,4.625,386.4
14632,-121.96,37.06,16,1321,224,650,206,6.3258,390
14633,-121.99,37.05,19,2023,392,955,328,5.2486,353
14634,-122,37.06,20,2403,376,1149,369,6.0621,304.4
14635,-122.01,37.03,21,5904,956,2616,916,5.9039,355.3
14636,-121.97,37.01,21,2073,357,1044,351,4.5682,371.6
14637,-121.98,36.99,14,6787,1454,3416,1357,3.5943,262.4
14638,-121.98,36.98,29,2681,632,1652,620,3.075,215.8
14639,-121.99,36.99,16,1592,369,1039,351,3.6364,207
14640,-121.99,36.98,19,5613,1321,3018,1268,3.1914,215.6
14641,-121.98,36.97,21,3349,737,1952,718,3.7273,251.9
14642,-121.98,36.96,20,3495,818,2186,772,3.1167,258.3
14643,-121.99,36.97,15,3044,786,1306,693,2.1771,213.2
14644,-122,36.97,39,2702,646,1136,491,2.8941,256.7
14645,-121.99,36.96,42,1275,272,451,200,4.7321,422.4
14646,-121.99,36.96,16,875,201,300,157,2.625,377.3
14647,-121.96,36.88,37,2846,553,939,433,4.7468,294.4
14648,-121.97,36.97,24,3665,870,1954,833,2.8036,228.5
14649,-121.97,36.96,27,4001,999,1808,945,2.561,234.6
14650,-121.98,36.96,31,3209,723,1489,692,3.6619,245.1
14651,-121.96,36.98,16,4907,1117,2265,1048,2.6757,229.2
14652,-121.97,36.98,17,2813,497,1337,477,3.7083,252.4
14653,-121.97,36.97,15,2849,668,1546,582,2.7587,228.6
14654,-121.96,36.97,23,4324,1034,1844,875,3.0777,263.8
14655,-121.94,36.98,24,3010,562,1360,504,4.2006,290.7
14656,-121.94,36.98,21,3520,831,1486,753,3.0905,264.3
14657,-121.95,36.98,34,3745,958,1622,802,3.1546,261.2
14658,-121.94,36.97,31,1738,422,746,355,2.5172,330.8
14659,-121.93,36.99,19,6356,1100,2954,1070,4.7325,283.5
14660,-121.94,37,32,2210,426,1082,396,4.1587,315.2
14661,-121.96,36.99,23,3209,748,1423,666,2.7375,238
14662,-121.94,36.99,11,4571,924,2004,847,4.2898,221.7
14663,-121.86,37,16,8638,1392,3706,1251,5.503,351.8
14664,-121.91,36.99,23,5675,964,2197,880,4.8693,322.3
14665,-121.91,36.98,16,1957,408,865,369,2.6875,233.3
14666,-121.91,36.97,19,4920,1092,1807,922,3.5112,231.9
14667,-121.92,36.95,29,3457,699,1327,563,3.6597,252.3
14668,-121.88,36.96,18,4910,817,1971,773,5.8325,308.8
14669,-121.9,36.97,21,3707,751,1420,608,4.4485,295.2
14670,-121.88,36.96,18,6355,1100,2304,972,6.0281,321.1
14671,-121.9,36.93,22,7281,1233,1849,832,5.3276,335.5
14672,-121.87,36.95,7,3703,679,1375,608,4.9219,368.4
14673,-121.84,36.94,29,4921,967,2319,823,4.9517,307.9
14674,-121.89,36.89,18,2774,492,1283,353,5.368,352
14675,-121.91,36.85,22,2442,624,1301,290,3.1563,300
14676,-121.82,36.86,17,1573,272,142,55,2.1719,420
14677,-121.79,37,28,2715,451,1154,386,4.8021,290.4
14678,-121.83,36.98,19,4431,705,1764,679,4.3321,298.6
14679,-121.83,37.02,22,1903,350,760,322,2.9559,288.4
14680,-121.76,37,21,1416,269,779,200,3.1987,279.8
14681,-121.79,37.03,18,943,213,544,179,3.934,228.6
14682,-121.69,36.96,23,1229,254,687,232,5.1433,305.6
14683,-121.75,36.96,19,3461,634,2790,607,4.7569,190.8
14684,-121.73,36.93,29,2931,535,1954,506,3.2917,224.7
14685,-121.67,36.93,22,569,132,542,125,2.1875,187.5
14686,-122.39,40.59,26,1279,438,1276,420,1.2404,81.3
14687,-122.39,40.58,44,1625,392,944,347,1.5972,68.9
14688,-122.37,40.58,25,2054,495,835,475,2.1538,76.9
14689,-122.38,40.58,34,1262,267,520,259,1.6983,72.6
14690,-122.38,40.58,36,1808,384,807,383,1.8375,74.8
14691,-122.36,40.58,17,1220,275,800,261,1.9181,118.8
14692,-122.34,40.58,7,4843,992,2223,932,3.0549,101.7
14693,-122.34,40.57,24,1610,307,748,307,2.6591,82.8
14694,-122.38,40.57,43,2251,542,1479,512,1.5676,58.2
14695,-122.38,40.54,36,1216,240,647,228,2.6944,75.3
14696,-122.37,40.54,28,2213,390,1096,378,3.6923,86.9
14697,-122.4,40.58,40,3895,929,1782,910,1.3329,78.2
14698,-122.41,40.58,35,2072,385,1029,375,2.8512,75.6
14699,-122.4,40.58,43,1455,300,747,279,2.7857,104.2
14700,-122.39,40.57,38,855,172,468,150,1.4091,84.4
14701,-122.45,40.61,17,785,155,417,136,2.3289,58.2
14702,-122.42,40.57,10,7949,1309,3176,1163,4.1099,120.1
14703,-122.4,40.57,23,1321,259,749,222,1.655,90.1
14704,-122.4,40.62,9,4794,889,2162,865,3.1439,103.1
14705,-122.42,40.6,5,2614,433,1275,411,3.4464,122.9
14706,-122.39,40.6,22,2195,489,1021,460,1.4125,66.5
14707,-122.38,40.61,14,4773,1133,2101,1072,1.7227,105
14708,-122.37,40.6,7,5178,1336,2557,1283,2.4079,111.4
14709,-122.39,40.64,13,3604,704,1598,670,2.4141,78.7
14710,-122.36,40.62,11,3896,886,1902,843,2.2905,94.2
14711,-122.34,40.63,10,2183,369,1061,325,3.6853,151.6
14712,-122.33,40.6,5,6383,1206,2965,1141,3.8103,111.1
14713,-122.32,40.58,2,1937,350,756,274,3,114.2
14714,-122.3,40.58,19,1043,204,505,183,1.6033,98.8
14715,-122.36,40.56,20,3592,868,1865,781,2.0258,64.8
14716,-122.37,40.55,26,1435,234,544,232,2.6705,136.7
14717,-122.41,40.55,19,3753,761,1952,738,3.0954,86.5
14718,-122.41,40.53,28,1127,245,538,208,2.037,72
14719,-122.39,40.53,28,1427,304,692,285,2.125,80.8
14720,-122.39,40.52,24,2068,346,951,332,3.9306,85.9
14721,-122.4,40.51,20,1750,352,834,340,2.485,100.6
14722,-122.37,40.52,18,4547,774,2269,766,3.7896,98.1
14723,-122.35,40.56,16,2801,614,1695,563,1.9,81.6
14724,-122.35,40.54,17,2280,453,976,434,2.71,97.8
14725,-122.36,40.57,31,431,90,231,78,2.184,77.3
14726,-122.35,40.57,18,2226,490,859,451,1.6821,69.4
14727,-122.34,40.57,26,2187,472,1339,463,2.0395,67.9
14728,-122.33,40.57,16,2777,503,1432,500,2.5592,75.9
14729,-122.31,40.55,11,13714,2302,6511,2267,3.5522,100.1
14730,-122.34,40.51,16,2247,502,1206,463,1.9946,119.2
14731,-122.33,40.52,23,2801,507,1318,454,3.5081,116.7
14732,-122.31,40.49,18,4026,718,1731,705,3.35,118.4
14733,-122.28,40.5,21,2405,476,1197,412,2.6488,83.1
14734,-122.4,40.71,22,2390,484,1131,452,2.1458,84.7
14735,-122.43,40.66,15,2532,458,1183,450,2.5417,92.2
14736,-122.42,40.63,23,2248,489,1132,444,1.6429,80.4
14737,-122.38,40.69,21,1774,370,875,354,1.7422,61.5
14738,-122.36,40.69,32,3611,772,2060,759,1.7427,60.6
14739,-122.35,40.68,36,1822,449,930,399,1.3801,56.6
14740,-122.36,40.68,28,1745,379,1011,370,2.0391,59.8
14741,-122.38,40.67,10,2281,444,1274,438,2.212,65.6
14742,-122.36,40.66,17,2786,559,1528,517,2.0119,75.8
14743,-122.31,40.65,11,3664,647,1686,613,2.9338,141.6
14744,-122.25,40.6,16,2753,494,1414,459,3.8323,128.3
14745,-122.23,40.63,16,1141,220,563,200,2.3287,130.7
14746,-122.25,40.66,15,2771,546,1423,505,3.6413,108.5
14747,-122.31,40.75,18,1411,330,494,227,1.4911,75.8
14748,-122.27,40.53,17,2255,416,1171,411,2.875,129.8
14749,-122.26,40.58,14,2539,466,1271,438,3.9762,138.5
14750,-122.24,40.51,23,2216,378,1006,338,4.559,116.8
14751,-122.31,40.45,25,2596,557,1536,549,2.0221,60.4
14752,-122.29,40.44,30,1270,365,840,324,1.3904,48.1
14753,-122.29,40.43,21,2842,640,1658,608,1.9943,59.8
14754,-122.29,40.47,20,2858,612,1422,589,1.9657,63
14755,-122.31,40.47,26,2723,551,1326,547,2.3594,66
14756,-122.3,40.45,32,1286,271,694,236,1.6579,68.5
14757,-122.27,40.46,14,2633,530,1324,513,2.2768,78.6
14758,-122.24,40.45,27,1804,321,782,300,3.5978,80.6
14759,-122.25,40.42,17,1429,265,692,245,2.8611,98.7
14760,-122.27,40.39,26,1833,422,939,408,1.3571,59
14761,-122.29,40.39,17,1682,332,887,316,1.8438,76.4
14762,-122.33,40.48,26,695,126,319,124,3.2788,101.6
14763,-122.33,40.47,30,2502,523,1296,481,2.125,66.1
14764,-122.36,40.48,21,2333,514,1308,509,2.0899,74.8
14765,-122.37,40.45,18,1748,337,921,327,3.3315,85.4
14766,-122.42,40.44,16,994,185,495,181,2.1875,76.4
14767,-122.43,40.47,16,3552,704,1801,658,2.1496,97.7
14768,-122.45,40.46,16,2734,501,1413,484,2.8085,105.7
14769,-122.37,40.39,12,3783,702,1970,639,3.3005,98.5
14770,-122.32,40.42,17,3019,578,1538,545,2.793,76.5
14771,-122.56,40.75,20,1182,250,512,210,1.7935,74.5
14772,-122.76,40.4,22,2153,461,903,314,2.125,123.2
14773,-122.34,41.06,33,2149,498,631,273,1.8816,65.8
14774,-122.31,40.89,18,754,161,247,107,2.2583,78.8
14775,-122.45,40.85,20,2701,573,892,358,2.7736,107.8
14776,-122.07,40.95,14,2721,627,1356,468,3.0299,73.2
14777,-121.89,40.97,26,1183,276,513,206,2.225,52
14778,-121.86,40.77,17,2816,639,1027,406,2.503,65.6
14779,-121.83,40.69,14,821,170,477,129,3.15,87.5
14780,-122.08,40.64,14,3099,519,1447,494,4.0132,141.2
14781,-122.06,40.55,17,3057,577,1497,556,3.5189,101
14782,-121.92,40.52,13,4581,881,1799,734,2.2993,99.5
14783,-121.67,40.61,8,2411,463,786,297,2.1513,80.4
14784,-121.55,40.48,14,2413,524,805,329,2.7857,77.4
14785,-121.64,40.9,24,2237,434,834,318,1.7538,90.3
14786,-121.67,40.87,31,1581,299,776,287,2.9063,77.8
14787,-121.65,40.88,15,2909,549,1537,522,3.0179,61.3
14788,-121.67,40.89,17,2548,537,1118,461,2.267,57.8
14789,-121.63,40.92,23,1922,411,872,350,2.2337,64.5
14790,-121.41,40.82,16,2668,516,915,362,2.3393,90.3
14791,-121.47,41.12,22,2737,512,1168,442,2.83,88.7
14792,-121.45,41.04,33,2029,378,936,343,2.67,77.5
14793,-120.08,39.61,32,1404,247,544,201,2.7778,72.9
14794,-120.23,39.56,14,1781,346,734,287,2.46,93
14795,-120.48,39.66,32,1516,289,304,131,1.8839,71
14796,-120.24,39.67,40,690,129,305,110,2.3625,62.5
14797,-120.73,39.63,17,1791,356,432,190,3.8826,92.4
14798,-120.24,39.67,52,296,63,143,56,3.625,68.6
14799,-120.92,39.56,48,1276,292,358,145,1.875,66.6
14800,-120.51,39.52,26,2286,444,498,216,2.065,96.1
14801,-121.62,41.78,40,3272,663,1467,553,1.7885,43.5
14802,-121.93,41.86,28,4225,835,1908,686,1.74,44
14803,-122.33,41.86,19,3599,695,1572,601,2.234,58.6
14804,-122.53,41.81,21,2400,485,1109,443,1.7639,55.4
14805,-122.26,41.66,17,1885,350,953,328,2.1607,61.4
14806,-122.64,41.95,18,1867,424,802,314,1.8242,53.5
14807,-123.26,41.86,25,2344,532,1117,424,2.7222,64.6
14808,-123.38,41.8,25,1941,477,1000,390,2.2976,54.4
14809,-123.41,41.6,23,1654,369,669,273,1.965,65.4
14810,-122.92,41.7,23,4017,792,1634,619,2.3571,62
14811,-122.56,41.69,21,2010,360,947,306,2.4107,70.1
14812,-122.61,41.74,15,4206,922,1863,869,2.0591,55.7
14813,-122.64,41.73,36,3319,664,1492,631,1.8694,71.2
14814,-122.64,41.73,50,1525,308,661,285,2.2206,63.2
14815,-122.65,41.72,15,3643,801,1784,743,1.8533,57.5
14816,-122.73,41.76,19,2200,414,950,367,2.5357,94.2
14817,-122.64,41.63,19,2722,479,1108,430,3.1062,100
14818,-122.56,41.53,29,1729,355,848,328,2.2024,60.9
14819,-122.93,41.48,20,4288,789,1800,660,2.723,79.6
14820,-122.9,41.46,31,1277,263,600,241,1.7292,61.7
14821,-123.08,41.26,34,2773,679,1066,424,1.6757,63.3
14822,-122.38,41.54,14,4453,797,1817,685,2.7468,81.1
14823,-122.49,41.43,19,3689,644,1544,566,3.125,76.1
14824,-122.38,41.43,45,2245,448,1155,421,1.6509,46.2
14825,-122.37,41.41,28,1729,419,929,370,1.27,53.1
14826,-122.39,41.41,23,910,199,370,169,1.7448,80.1
14827,-122.32,41.31,45,1393,294,521,249,1.1915,71.9
14828,-122.3,41.32,13,2300,513,1151,488,2.1571,81.5
14829,-122.3,41.31,29,4059,787,1700,702,2.4526,97.1
14830,-122.28,41.38,15,5266,1031,2147,885,2.8036,110.1
14831,-122.45,41.28,15,2740,503,1188,445,3.4519,128.8
14832,-122.34,41.21,26,178,40,55,25,2.0375,57.5
14833,-122.27,41.23,40,1958,386,725,331,2.1898,65.5
14834,-122.27,41.2,52,4513,985,1926,815,1.5923,56
14835,-121.76,41.5,31,602,153,112,47,1.0667,34.2
14836,-122.09,41.32,52,4019,824,1728,706,2.2462,62.9
14837,-122.22,38.12,15,14125,2344,6456,2147,5.1014,179.5
14838,-122.19,38.13,5,7854,1446,4361,1395,4.9504,214.8
14839,-122.21,38.11,31,2766,604,1441,552,3.1768,131
14840,-122.21,38.1,36,3018,557,1445,556,3.8029,129.9
14841,-122.22,38.1,44,2256,451,1057,426,3.1204,110.8
14842,-122.22,38.1,44,3013,563,1353,512,3.4559,111.9
14843,-122.22,38.09,47,2161,440,966,360,2.2734,88.7
14844,-122.21,38.09,37,4368,779,2083,741,3.8667,127
14845,-122.2,38.09,18,6860,1079,3205,1058,5.2957,171.9
14846,-122.22,38.08,37,2811,539,1574,516,3.1053,96.7
14847,-122.22,38.08,37,4590,857,2920,832,3.436,94.8
14848,-122.22,38.07,4,15654,2394,7025,2168,5.8171,225.2
14849,-122.25,38.09,48,833,188,652,165,2.2417,87.9
14850,-122.23,38.09,26,4397,997,2539,965,2.4875,90
14851,-122.24,38.07,13,5451,1194,2957,1081,2.6098,162.5
14852,-122.26,38.1,24,1213,395,699,386,1.3007,94.6
14853,-122.26,38.1,30,3317,1058,1794,990,1.1835,133.3
14854,-122.25,38.1,52,248,86,173,69,2.3,109.4
14855,-122.25,38.1,52,1780,373,824,317,2.75,109.9
14856,-122.25,38.1,52,2315,556,1113,486,2.5042,147.9
14857,-122.25,38.1,52,1591,372,817,357,2.1411,97.2
14858,-122.23,38.1,46,4143,895,2240,847,2.4201,92.8
14859,-122.24,38.1,49,1851,356,849,307,2.9432,103.5
14860,-122.24,38.11,52,2050,492,1277,463,3.0507,107.3
14861,-122.24,38.11,42,1743,388,889,341,2.3241,99.2
14862,-122.23,38.1,47,1303,278,694,269,2.5969,92.8
14863,-122.23,38.12,49,2715,435,1006,429,4.2308,145.8
14864,-122.23,38.11,47,3007,524,1152,486,4,141.5
14865,-122.23,38.13,29,5154,1084,2459,1019,3.2664,142.9
14866,-122.24,38.13,37,3223,564,1325,539,4.0938,126.9
14867,-122.24,38.12,42,1625,255,578,243,4.0114,166.9
14868,-122.25,38.12,47,1339,298,794,286,2.5865,109.8
14869,-122.25,38.11,49,2365,504,1131,458,2.6133,103.1
14870,-122.25,38.11,52,2846,705,1519,620,2.1976,97.9
14871,-122.26,38.11,52,793,216,505,194,1.9667,93.8
14872,-122.26,38.11,52,1560,353,670,287,1.7411,98.4
14873,-122.26,38.11,52,2573,639,1238,529,2.6708,109.7
14874,-122.26,38.12,28,3102,734,1623,639,3.1025,103.7
14875,-122.27,38.12,45,4423,1001,2109,874,2.6937,111.8
14876,-122.27,38.12,42,5266,1167,3124,1025,2.7375,120
14877,-122.26,38.15,16,3921,727,2830,680,4.5053,123.7
14878,-122.32,38.12,12,5382,928,3928,921,5.3785,150.6
14879,-122.26,38.13,28,3072,790,1375,705,1.6368,91.2
14880,-122.24,38.14,15,8479,1759,5008,1646,3.724,131.6
14881,-122.24,38.15,10,6817,1188,4163,1135,4.4529,144.1
14882,-122.25,38.15,24,2917,543,1878,531,3.7014,123.6
14883,-122.22,38.15,7,5129,820,2824,738,5.5138,171.1
14884,-122.23,38.15,33,1253,238,753,236,1.756,86.4
14885,-122.15,38.04,14,2804,587,1083,573,2.6466,168.5
14886,-122.16,38.05,52,1888,457,830,408,3.1373,185.1
14887,-122.16,38.05,34,2434,428,926,423,4.6776,208.3
14888,-122.19,38.07,20,3000,525,1207,491,4.6406,217.5
14889,-122.18,38.07,10,4976,849,2089,803,5.3288,201.8
14890,-122.17,38.07,15,2125,278,857,272,6.4599,219.7
14891,-122.16,38.07,14,6360,1236,2876,1127,4.5321,190.3
14892,-122.17,38.06,16,3515,626,1764,626,4.4397,187.1
14893,-122.15,38.06,10,3008,532,1381,522,5.3661,195.8
14894,-122.17,38.08,7,18392,2782,8276,2742,6.4232,229.2
14895,-122.2,38.1,5,9567,1729,4620,1580,4.4821,210
14896,-122.19,38.09,8,614,118,278,115,6.3735,166.3
14897,-122.14,38.05,27,3794,772,1756,724,3.2891,150.6
14898,-122.14,38.07,31,3401,616,1750,602,4.6761,143.1
14899,-122.11,38.09,11,673,145,318,137,2.3929,122.5
14900,-122.15,38.29,17,1625,239,703,224,6.5891,328.8
14901,-122.18,38.23,21,2475,341,812,308,7.2589,320.4
14902,-122.14,38.16,4,3273,495,1497,454,5.3345,176.1
14903,-122.18,38.17,7,4093,651,2228,646,5.2523,161.3
14904,-122.1,38.24,13,7367,1042,3193,983,5.3102,195
14905,-122.06,38.27,14,6920,996,3196,978,5.0672,171.3
14906,-122.07,38.27,8,6761,1234,3237,1177,4.3586,173.4
14907,-122.08,38.3,2,6718,858,2012,654,6.8872,305.2
14908,-122.04,38.28,25,3304,493,1464,488,5.2527,130.6
14909,-122.03,38.28,15,5114,833,2418,778,4.4882,144
14910,-122,38.28,3,7030,1191,3238,1055,4.962,161.7
14911,-121.98,38.29,4,8778,1291,4010,1188,5.4399,187.1
14912,-121.99,38.15,36,263,73,88,42,2.5313,162.5
14913,-122.05,38.26,32,1070,199,631,195,2.6827,98.9
14914,-122.05,38.25,37,1336,251,680,231,3.815,99
14915,-122.06,38.25,36,1818,323,953,298,3.3153,99
14916,-122.07,38.24,15,7937,1635,4390,1567,3.5464,129.8
14917,-122.04,38.25,37,1176,291,648,271,2.7167,92.2
14918,-122.04,38.25,32,1203,287,571,255,3.0938,110.4
14919,-122.04,38.25,52,582,131,241,106,2.4,125
14920,-122.05,38.26,21,7195,1416,3927,1377,3.0912,126.3
14921,-122.04,38.27,16,8517,1910,4508,1837,3.1853,129.6
14922,-122.03,38.27,24,3580,735,1959,731,2.7284,118.5
14923,-122.03,38.26,25,4617,1046,2685,1011,2.9576,108.5
14924,-122.02,38.26,27,3440,787,2085,748,2.5896,104.7
14925,-122.02,38.27,20,2237,464,1169,425,3.2115,99.1
14926,-122.01,38.27,17,9089,1542,4758,1520,4.0619,126.6
14927,-122.02,38.26,8,2894,602,1566,572,3.6335,131.6
14928,-122,38.23,1,2062,343,872,268,5.2636,191.3
14929,-122.03,38.24,16,1104,164,495,156,5.4074,157.7
14930,-122.04,38.24,22,2761,757,2612,641,1.6875,87.5
14931,-122.04,38.24,30,2081,456,1005,438,1.9954,92.9
14932,-122.03,38.25,13,3334,541,1923,538,4.0905,134.8
14933,-122.01,38.25,11,6550,1149,3570,1123,3.8583,137.9
14934,-122.02,38.25,10,2237,454,1255,429,3.1176,126.5
14935,-122,38.25,7,11768,1893,6657,1874,4.9222,142.9
14936,-122.01,38.26,12,4132,710,2087,633,4.5987,139.7
14937,-121.99,38.27,16,4138,758,1762,723,3.1979,137.5
14938,-121.99,38.26,18,921,126,368,120,6.0842,261.1
14939,-121.94,38.27,35,10869,2226,9879,2152,2.5681,81.3
14940,-121.94,38.37,17,7973,1591,2899,1502,2.8357,120.1
14941,-121.94,38.36,2,4953,735,1791,562,5.0346,205.1
14942,-121.99,38.48,17,1824,348,934,305,4.6719,250
14943,-122.01,38.44,12,2344,354,1035,321,4.9773,281.2
14944,-122,38.41,11,2838,429,1331,426,4.945,298.4
14945,-122.07,38.41,17,3053,595,1434,557,3.4741,245.8
14946,-121.95,38.43,19,3011,551,1665,535,5.1534,232.8
14947,-121.94,38.41,15,1263,211,665,208,4.5,260.9
14948,-121.92,38.37,26,2056,413,933,367,2.7051,193.8
14949,-121.96,38.34,15,2857,373,1325,359,6.0252,151.7
14950,-121.96,38.34,14,3035,680,1597,663,3.6036,143.5
14951,-121.95,38.35,16,2084,292,1099,292,5.8269,150.2
14952,-121.92,38.34,2,7747,1133,3481,1083,6.1112,181
14953,-121.95,38.34,9,4999,874,2687,817,4.2324,142.1
14954,-121.96,38.33,3,7985,1257,3664,1215,4.976,158.3
14955,-121.96,38.32,12,5127,998,2749,976,4.0458,130.6
14956,-121.93,38.31,25,185,32,85,32,4.875,250
14957,-121.98,38.36,33,1083,217,562,203,2.433,101.7
14958,-121.99,38.35,45,1778,339,839,319,2.4659,102.9
14959,-122,38.35,38,1918,364,745,348,2.5707,126
14960,-122,38.35,24,745,116,300,115,3.6176,158.5
14961,-122.01,38.35,18,4486,723,1600,697,3.8651,189.7
14962,-121.98,38.36,30,140,35,103,35,4.163,112.5
14963,-121.97,38.34,11,1500,319,899,304,4.5568,127.2
14964,-121.96,38.35,20,1415,266,667,250,4.0938,117.3
14965,-121.96,38.36,11,3208,790,1772,694,2.7434,218.8
14966,-121.98,38.34,13,3616,672,2022,652,4.0536,134.8
14967,-121.97,38.34,16,2331,450,1074,400,4.0329,126.8
14968,-121.98,38.34,18,3876,916,2386,867,2.5938,129.5
14969,-121.99,38.34,16,1470,261,748,256,4.0433,132.2
14970,-122,38.38,16,2509,366,1043,339,6.0704,173.4
14971,-122.01,38.37,16,3996,550,1673,539,5.778,175.7
14972,-122.01,38.36,28,1967,315,734,291,4.9583,146.2
14973,-121.98,38.39,3,9488,1417,4095,1335,5.1781,191.9
14974,-121.98,38.37,21,3027,675,2018,642,2.8438,111.5
14975,-121.98,38.36,24,2434,630,1538,574,2.1067,101.1
14976,-122,38.37,18,1048,185,469,162,3.625,125
14977,-122,38.36,34,2735,539,1390,491,2.7262,118.8
14978,-121.99,38.36,33,146,31,75,31,3.5179,84.4
14979,-121.82,38.36,26,1974,364,1002,362,3.3036,210
14980,-121.81,38.49,18,4518,827,2230,715,3.9309,178.5
14981,-121.81,38.45,24,1951,341,1140,338,3.7061,128.5
14982,-121.82,38.46,10,6331,1181,3419,1110,3.7083,154.8
14983,-121.85,38.43,2,790,135,235,87,5.0862,166.5
14984,-121.83,38.45,32,2139,440,1154,411,3.2672,107.5
14985,-121.83,38.43,24,1307,314,917,291,2.2244,98.1
14986,-121.81,38.43,30,1674,297,756,292,3.9286,133.1
14987,-121.76,38.25,32,1495,333,905,281,2.625,212.5
14988,-121.69,38.16,33,1808,363,824,340,3.2937,96.4
14989,-121.69,38.16,46,2292,472,970,431,2.2888,94.9
14990,-121.73,38.13,40,1266,257,547,247,3.0288,164.4
14991,-121.84,38.13,33,596,105,212,94,4.2813,81.3
14992,-122.42,38.27,25,3282,566,1244,483,4.5313,308.4
14993,-122.49,38.22,33,1486,290,781,274,3.5647,251.8
14994,-122.41,38.16,37,1549,301,863,275,2.7457,254.7
14995,-122.45,38.3,24,1946,400,718,380,3.5507,257.9
14996,-122.47,38.3,15,4885,988,2175,924,3.4031,209.5
14997,-122.42,38.31,18,1479,246,550,217,4.7356,333.3
14998,-122.44,38.34,25,3106,715,1262,665,1.9487,233.5
14999,-122.46,38.29,21,2423,560,1098,503,2.364,173.3
15000,-122.46,38.29,35,1762,350,686,339,3.5982,271.7
15001,-122.45,38.28,20,3306,503,1374,460,5.7984,297.6
15002,-122.47,38.29,14,3732,846,1277,775,2.5658,208
15003,-122.45,38.27,25,5024,881,1994,838,4.2237,262.3
15004,-122.52,38.27,18,2405,390,872,367,5.2155,248.3
15005,-122.53,38.32,22,3577,553,1371,501,5.795,332.3
15006,-122.49,38.32,30,1631,284,788,284,3.3098,195.5
15007,-122.49,38.31,27,3078,597,1411,586,3.25,195.5
15008,-122.49,38.3,14,2844,602,1613,544,3.3571,193.6
15009,-122.48,38.3,17,2703,550,1241,515,2.652,171.3
15010,-122.49,38.29,26,1726,289,672,251,3.8,242.1
15011,-122.49,38.27,8,5092,988,1657,936,3.5625,213.2
