Observation,Vote,Age,HomeOwner,Gender,Married,HouseholdSize,Income,Education,Religious
7319,undecided,36,1,female,1,4,82.5,15,1
7320,undecided,58,1,female,1,3,8,20,0
7321,decided,48,1,female,1,6,125,12,0
7322,decided,39,1,female,1,2,510,15,0
7323,decided,43,1,female,1,3,83,18,1
7324,decided,43,1,female,1,2,164.5,18,1
7325,decided,39,1,female,0,3,79,8,1
7326,decided,44,1,female,1,4,274,18,0
7327,undecided,72,1,female,0,4,10,16,0
7328,decided,62,1,female,1,2,43,20,1
7329,undecided,32,1,female,1,5,156,15,0
7330,decided,26,1,female,1,5,110,12,0
7331,decided,42,1,other,1,5,80,18,1
7332,decided,56,1,female,1,5,178,15,0
7333,undecided,54,1,female,0,1,68,15,0
7334,decided,21,1,female,1,3,95.5,12,0
7335,decided,34,1,female,1,5,168,12,1
7336,decided,48,1,female,1,3,120,8,1
7337,decided,69,1,female,1,2,58,10,0
7338,undecided,57,1,female,1,2,121.5,16,0
7339,decided,33,0,female,0,3,47.5,9,1
7340,undecided,60,1,female,0,2,21,13,0
7341,decided,43,1,male,1,3,44,18,1
7342,decided,59,1,male,0,1,176,20,1
7343,decided,34,1,other,1,4,477,12,0
7344,decided,37,1,female,1,6,85,12,0
7345,decided,38,1,female,0,1,108,8,0
7346,undecided,38,1,female,1,5,110,15,0
7347,undecided,51,1,female,1,5,162,16,0
7348,decided,31,1,female,1,2,147,8,0
7349,undecided,47,1,female,1,3,50,20,0
7350,undecided,47,1,female,1,5,148,18,0
7351,decided,52,1,female,1,4,24,10,0
7352,decided,42,1,female,1,4,241,18,1
7353,decided,50,1,female,1,3,55,18,1
7354,undecided,55,1,female,0,3,22,18,0
7355,undecided,56,1,female,0,1,20,16,0
7356,decided,41,0,male,1,4,72,8,1
7357,undecided,40,0,female,1,2,173,18,0
7358,decided,38,1,male,1,5,28,8,1
7359,undecided,45,1,female,1,5,86,15,1
7360,decided,31,0,female,1,5,33,11,1
7361,decided,47,1,female,1,4,81,18,1
7362,decided,41,1,male,1,3,63,18,1
7363,decided,29,1,female,1,6,118,12,1
7364,decided,40,0,male,0,2,63.5,8,0
7365,decided,53,1,male,0,2,43,10,1
7366,decided,54,1,female,1,2,40.5,8,0
7367,undecided,58,0,male,1,5,32,16,1
7368,decided,46,1,female,1,2,139,20,1
7369,decided,45,1,female,1,4,311,20,0
7370,undecided,50,0,female,1,5,22,20,0
7371,decided,40,1,female,1,4,160,12,1
7372,decided,38,0,female,1,7,223,18,1
7373,undecided,28,0,male,1,2,55,15,1
7374,decided,41,0,female,1,3,282,8,0
7375,decided,47,1,female,1,5,84.5,8,1
7376,undecided,50,1,female,0,6,62,20,0
7377,decided,23,0,female,1,3,199,12,0
7378,undecided,51,1,male,1,3,96,15,0
7379,undecided,58,1,female,0,1,55,20,0
7380,decided,46,1,female,1,2,22,8,0
7381,undecided,40,1,female,1,7,46,15,1
7382,undecided,55,1,female,1,5,118,15,1
7383,decided,47,1,other,0,1,102.5,20,1
7384,decided,43,1,female,0,4,4,8,0
7385,undecided,68,1,male,1,3,76,16,1
7386,decided,54,1,female,1,6,198,20,1
7387,undecided,48,0,female,1,5,131,15,1
7388,undecided,30,1,female,1,4,108,14,0
7389,undecided,33,1,female,1,4,56,15,1
7390,undecided,59,1,female,1,4,54,15,1
7391,decided,53,1,female,1,4,71,18,1
7392,decided,39,1,female,1,5,156,12,0
7393,undecided,32,1,female,1,3,80,15,0
7394,decided,41,1,female,1,4,43,18,1
7395,undecided,42,1,male,0,1,79,15,1
7396,decided,40,0,female,0,1,94,18,1
7397,undecided,62,0,female,0,1,44,20,0
7398,decided,49,1,female,0,1,58.5,9,0
7399,decided,37,1,female,1,2,174,18,1
7400,decided,51,1,female,1,2,66.5,9,0
7401,decided,58,1,female,1,5,129,20,1
7402,decided,36,1,other,1,3,120.5,12,0
7403,undecided,34,1,female,1,2,161,15,1
7404,decided,43,1,male,1,3,143,18,1
7405,undecided,61,1,female,1,6,133,16,0
7406,decided,50,0,female,0,2,8,8,1
7407,decided,45,1,male,1,3,97,8,1
7408,undecided,74,1,other,1,3,59,20,0
7409,undecided,34,1,female,1,4,85,15,0
7410,decided,57,0,male,1,3,55,8,1
7411,decided,36,0,male,1,3,231,18,0
7412,decided,38,1,male,1,4,93,8,0
7413,undecided,29,1,female,1,3,88.5,15,0
7414,undecided,57,1,female,1,6,133,16,0
7415,undecided,40,1,female,1,2,170,15,1
7416,undecided,49,1,female,1,3,142,15,1
7417,decided,33,1,female,0,1,450,18,0
7418,decided,43,1,female,1,3,119,18,1
7419,decided,26,1,male,0,3,146,18,0
7420,decided,74,1,female,1,2,121,20,1
7421,undecided,54,1,female,1,3,26,20,0
7422,decided,43,0,female,1,2,107,20,1
7423,decided,23,1,male,1,4,233,12,1
7424,decided,54,1,female,1,3,423,20,1
7425,undecided,37,1,female,1,6,131,15,1
7426,decided,47,1,female,1,3,76,18,1
7427,decided,51,1,other,1,5,187,15,1
7428,decided,43,1,male,1,2,155,12,1
7429,undecided,47,1,female,1,3,119,18,0
7430,decided,38,1,male,1,5,510,15,0
7431,decided,29,0,other,0,4,32,8,0
7432,decided,34,1,female,0,1,33,18,1
7433,decided,37,0,female,0,2,63.5,8,0
7434,decided,31,1,other,0,2,32,8,1
7435,decided,31,0,male,0,1,58,17,1
7436,undecided,47,1,female,1,4,132,16,1
7437,decided,32,1,female,0,2,41.5,11,1
7438,decided,59,1,female,1,2,136,12,0
7439,decided,29,1,female,1,6,85,12,1
7440,decided,36,1,female,1,4,127,18,1
7441,decided,45,1,female,1,3,58,9,1
7442,decided,34,1,male,1,4,45,8,1
7443,decided,48,1,female,0,1,104,20,1
7444,undecided,68,1,female,0,1,40,20,0
7445,decided,34,1,female,0,4,99,12,1
7446,undecided,47,1,female,1,4,56,20,0
7447,undecided,39,1,female,1,5,171,18,0
7448,undecided,35,1,female,1,2,98,15,1
7449,decided,78,1,female,0,2,11,8,0
7450,undecided,45,1,female,0,1,114,20,0
7451,decided,40,1,female,1,3,135,18,1
7452,decided,42,1,female,1,3,148,8,0
7453,undecided,41,1,other,1,5,102,18,0
7454,undecided,22,0,female,1,3,122,15,1
7455,undecided,46,1,female,1,3,101,18,0
7456,decided,55,1,female,1,5,135,20,1
7457,decided,49,1,female,0,3,93,8,0
7458,decided,53,0,female,0,4,63,12,1
7459,decided,49,1,female,1,4,168,12,1
7460,decided,49,1,female,1,4,19,20,1
7461,decided,48,1,female,0,1,60,12,1
7462,decided,27,1,female,1,4,68,11,1
7463,undecided,72,1,female,1,2,96,20,0
7464,undecided,63,1,female,1,2,190,20,0
7465,decided,46,0,female,1,2,55,9,0
7466,decided,36,1,male,1,4,159,12,0
7467,undecided,55,1,female,1,4,55,16,1
7468,decided,47,1,male,1,3,41,12,1
7469,decided,52,1,female,1,6,186,12,1
7470,decided,54,1,female,1,3,34,8,0
7471,undecided,34,1,female,0,2,79,18,0
7472,decided,70,1,female,0,2,53,20,1
7473,decided,75,1,female,1,2,76,20,1
7474,undecided,68,0,female,1,2,69,20,0
7475,decided,56,1,female,0,3,68,20,1
7476,decided,45,1,female,0,3,98,18,1
7477,undecided,56,0,female,1,2,64.5,16,0
7478,decided,50,1,female,1,5,13,20,1
7479,undecided,44,1,female,1,3,94,15,1
7480,undecided,48,1,female,1,2,88.5,18,0
7481,decided,41,1,male,1,4,91,12,0
7482,decided,43,1,female,1,3,116,18,1
7483,decided,48,1,female,1,2,78,12,1
7484,decided,44,1,male,1,4,43,20,0
7485,undecided,38,1,female,1,5,117,18,0
7486,decided,60,1,male,1,7,19,20,0
7487,decided,55,1,female,1,3,489,18,0
7488,undecided,48,1,male,1,2,128,15,0
7489,decided,54,0,female,1,7,69,8,1
7490,undecided,55,1,female,1,5,164,16,1
7491,decided,32,0,female,1,3,74,18,1
7492,decided,59,0,male,1,2,303,13,1
7493,decided,33,1,female,1,3,74,18,1
7494,decided,52,1,female,1,2,129,12,0
7495,decided,60,1,female,1,6,116,20,1
7496,undecided,56,1,female,0,5,66,20,0
7497,decided,51,1,female,1,7,150,9,1
7498,decided,36,1,female,1,4,28,9,0
7499,undecided,30,1,female,1,4,111,15,0
7500,undecided,54,1,female,1,2,105,8,1
7501,undecided,50,0,female,1,3,68,16,1
7502,undecided,46,1,female,1,6,179,20,1
7503,decided,40,1,male,1,4,113,18,0
7504,undecided,46,1,female,1,5,89,20,0
7505,undecided,42,0,female,1,5,160,15,0
7506,decided,45,1,female,0,7,99,12,1
7507,decided,41,0,other,0,3,37,8,0
7508,undecided,52,1,female,1,4,110,13,0
7509,undecided,59,1,other,0,1,149,20,0
7510,undecided,37,1,female,1,2,129,15,0
7511,decided,70,1,female,0,1,5,20,1
7512,undecided,46,1,other,1,4,172,18,0
7513,decided,66,0,other,1,2,64,20,1
7514,undecided,36,0,other,1,6,62,15,0
7515,decided,45,1,male,1,4,186,15,0
7516,decided,55,1,male,1,3,86,12,0
7517,decided,56,1,female,1,6,127,20,1
7518,decided,61,1,female,1,3,101,20,1
7519,decided,54,1,female,0,4,84,10,0
7520,decided,43,1,female,1,4,433,8,1
7521,decided,68,1,female,1,2,36,8,0
7522,undecided,47,1,female,1,6,90,15,1
7523,undecided,56,1,female,1,2,135,18,0
7524,decided,63,0,female,0,2,260,13,1
7525,undecided,53,1,female,1,4,77,20,0
7526,decided,33,1,female,1,2,121,8,1
7527,decided,51,1,other,0,1,63.5,10,1
7528,decided,55,0,male,1,2,78,8,0
7529,undecided,53,1,female,0,3,82,18,0
7530,undecided,29,1,female,1,4,104,18,0
7531,decided,34,1,female,1,4,321,15,1
7532,undecided,50,1,female,1,2,5,20,0
7533,undecided,46,1,female,1,4,89,15,1
7534,undecided,47,0,female,1,4,65,15,1
7535,decided,40,1,male,1,5,340,15,1
7536,decided,64,1,female,0,1,46,20,1
7537,undecided,49,1,female,1,4,28,20,0
7538,undecided,31,1,female,0,1,112.5,15,1
7539,undecided,48,1,female,1,2,92,15,1
7540,undecided,57,1,female,0,3,65,20,0
7541,undecided,33,1,female,0,1,79,18,0
7542,decided,57,1,other,1,2,22,20,1
7543,decided,44,1,male,1,3,245,15,1
7544,decided,52,1,female,1,4,78,18,1
7545,decided,48,1,female,0,4,109,12,0
7546,undecided,53,1,male,1,4,138,20,1
7547,undecided,55,0,female,1,2,65,18,0
7548,undecided,42,1,female,1,7,169,15,0
7549,decided,43,1,other,1,3,40,20,1
7550,decided,44,1,female,1,4,85,12,0
7551,undecided,43,0,female,1,2,105,15,1
7552,undecided,62,1,female,1,3,46,13,0
7553,decided,44,1,female,1,3,212,15,1
7554,undecided,39,1,female,1,4,100,15,1
7555,undecided,54,1,male,1,5,169,13,1
7556,decided,45,1,female,0,1,60,8,0
7557,undecided,44,1,male,1,3,18.5,15,1
7558,decided,29,1,female,1,4,107,8,1
7559,undecided,68,1,male,1,5,120,16,1
7560,undecided,33,1,female,1,6,81,15,0
7561,decided,55,1,other,1,4,98,20,1
7562,decided,47,1,female,1,7,58,8,0
7563,decided,28,1,female,0,1,130.5,8,0
7564,decided,55,1,other,1,4,95,20,1
7565,decided,54,1,male,1,3,112,20,0
7566,decided,26,1,female,1,4,87.5,12,1
7567,undecided,72,1,female,1,2,48,20,0
7568,decided,42,1,male,1,4,177,18,0
7569,undecided,58,1,female,0,1,77,13,1
7570,decided,54,1,male,1,2,92,8,1
7571,decided,40,1,female,1,2,188,15,0
7572,undecided,49,1,female,1,4,107,16,1
7573,decided,57,1,female,1,3,68,20,1
7574,decided,50,1,female,1,2,85,18,1
7575,decided,42,1,male,1,2,328,15,0
7576,decided,42,1,male,0,1,26,18,0
7577,undecided,51,1,female,1,5,165,16,0
7578,decided,27,1,other,0,1,140.5,12,0
7579,undecided,39,1,female,0,1,154,18,0
7580,decided,38,1,female,1,3,9,8,1
7581,decided,41,1,female,1,3,85,20,1
7582,decided,27,1,male,0,1,63,18,1
7583,undecided,50,1,female,1,3,45.5,20,0
7584,decided,53,1,female,1,2,11,10,0
7585,decided,51,0,female,0,1,269,20,0
7586,decided,37,1,male,0,1,15,18,1
7587,undecided,51,1,male,1,2,108,15,1
7588,decided,55,1,male,1,4,61,18,1
7589,decided,46,1,female,1,4,225,15,1
7590,decided,34,0,male,1,5,76,12,0
7591,decided,47,1,male,1,3,100,8,1
7592,decided,51,1,female,0,1,13,8,1
7593,undecided,64,1,female,1,4,70,16,1
7594,decided,47,1,male,0,4,60,18,1
7595,decided,36,1,female,1,5,15,18,1
7596,decided,64,0,female,0,4,29,8,1
7597,undecided,39,1,female,1,4,78,18,1
7598,decided,58,1,female,0,1,32,20,1
7599,undecided,52,1,female,0,3,5,20,1
7600,undecided,51,1,other,0,1,51,18,0
7601,decided,52,1,female,1,3,84,20,1
7602,undecided,40,1,other,1,6,78,15,1
7603,undecided,55,0,female,1,4,84,18,0
7604,decided,46,0,male,1,2,118.5,8,0
7605,undecided,58,1,female,1,2,38,20,0
7606,decided,45,0,female,0,3,16.5,8,0
7607,undecided,68,1,female,1,5,13,20,0
7608,undecided,52,1,female,1,5,119,16,0
7609,undecided,51,1,female,0,2,108,20,0
7610,undecided,58,0,female,1,3,177,20,0
7611,decided,40,1,female,1,2,167,18,1
7612,undecided,72,1,male,1,6,29,16,1
7613,undecided,33,1,female,1,5,46.5,15,1
7614,undecided,50,1,female,1,3,203,18,0
7615,decided,34,1,male,1,4,138,11,1
7616,decided,49,1,female,0,3,27,8,0
7617,decided,30,1,female,0,1,19,18,1
7618,undecided,48,1,female,0,2,18,18,0
7619,decided,45,1,female,1,6,70,18,1
7620,decided,45,1,male,1,6,137,12,0
7621,decided,54,1,male,1,4,78,18,1
7622,decided,40,1,male,1,2,180,15,0
7623,undecided,40,1,female,1,5,197,18,0
7624,decided,49,1,female,0,1,166,8,0
7625,decided,38,1,female,1,3,148,18,1
7626,decided,52,1,male,1,3,149,12,1
7627,decided,38,1,female,1,7,168,12,0
7628,undecided,45,1,female,1,3,37,15,0
7629,undecided,50,1,female,1,4,171,15,0
7630,undecided,37,1,female,0,2,67.5,18,0
7631,undecided,58,1,other,1,4,89,20,0
7632,decided,50,0,male,1,4,135,8,0
7633,decided,57,1,female,1,2,150,18,1
7634,undecided,60,1,other,1,3,56,20,0
7635,decided,42,0,female,1,3,201,8,0
7636,undecided,59,0,female,1,4,100,18,0
7637,undecided,61,1,female,0,1,40,20,0
7638,undecided,47,1,female,1,2,35,20,0
7639,decided,58,1,female,1,5,38,8,0
7640,undecided,43,1,female,1,3,153,15,1
7641,undecided,65,1,other,1,4,109,16,1
7642,undecided,51,1,other,1,2,46,18,0
7643,decided,42,1,female,0,2,43,12,1
7644,undecided,58,1,female,1,3,67,20,0
7645,decided,49,1,female,1,3,111,18,1
7646,undecided,32,1,female,1,3,172,18,0
7647,undecided,46,1,female,1,5,141,15,1
7648,undecided,49,1,male,1,3,157,15,0
7649,undecided,41,1,male,1,5,48,15,0
7650,decided,53,1,female,1,2,47,10,0
7651,undecided,63,1,female,1,3,65,20,0
7652,undecided,52,1,female,1,5,156,15,1
7653,undecided,45,1,female,1,3,61.5,15,1
7654,undecided,57,1,male,1,5,153,16,1
7655,undecided,49,1,other,1,4,84,16,1
7656,decided,50,0,female,0,2,10.5,8,1
7657,decided,48,1,female,1,4,184,15,1
7658,decided,55,1,female,1,2,125,18,1
7659,decided,47,0,male,1,3,83,20,1
7660,undecided,38,1,female,0,1,183,18,0
7661,decided,68,1,other,1,2,478,20,0
7662,undecided,65,0,female,1,3,137,16,1
7663,undecided,49,1,female,1,3,73,13,0
7664,decided,51,1,female,1,7,265,16,0
7665,decided,28,1,female,1,6,151,8,1
7666,decided,58,1,female,1,3,115,20,1
7667,undecided,42,1,female,0,3,41.5,15,0
7668,undecided,41,1,female,1,4,109,20,0
7669,undecided,46,1,female,1,5,62,15,1
7670,decided,37,1,female,1,4,117,12,0
7671,decided,45,1,female,1,3,69,18,1
7672,decided,36,1,female,1,4,143,8,0
7673,undecided,53,1,female,1,4,83,20,0
7674,decided,62,1,female,0,1,70,20,1
7675,decided,55,1,male,1,5,123,18,0
7676,undecided,44,1,female,1,4,73,15,1
7677,undecided,22,1,female,1,3,70,15,0
7678,decided,46,1,female,0,2,83,18,1
7679,undecided,38,1,female,0,1,33,18,0
7680,decided,43,0,female,1,5,114,8,1
7681,decided,52,1,female,1,2,142,20,1
7682,decided,38,1,female,1,4,532,18,1
7683,undecided,55,1,female,0,1,90,16,1
7684,decided,65,1,female,0,3,19,20,1
7685,decided,40,0,male,0,3,36,18,1
7686,undecided,47,1,female,1,5,181,18,0
7687,undecided,38,1,female,1,4,139,15,1
7688,undecided,59,1,other,1,2,127,16,0
7689,decided,29,0,male,1,6,83,18,1
7690,decided,45,1,male,1,6,27,8,1
7691,decided,44,1,female,1,5,235,12,0
7692,decided,40,1,other,0,2,116,18,1
7693,undecided,35,0,female,1,4,236,18,0
7694,decided,42,1,female,1,4,160,18,1
7695,undecided,38,1,female,1,2,131,15,1
7696,undecided,44,1,female,1,6,67,15,0
7697,decided,40,1,female,1,7,283,12,1
7698,decided,35,0,female,0,1,79.5,8,1
7699,decided,48,1,other,0,2,85,9,0
7700,decided,65,1,female,1,3,90,20,1
7701,undecided,63,0,female,1,4,188,20,0
7702,decided,36,1,female,1,3,182.5,18,1
7703,decided,43,0,female,1,5,175,15,1
7704,decided,63,1,male,1,3,90,20,0
7705,decided,27,1,male,0,2,38,17,1
7706,decided,44,1,female,1,3,156,8,0
7707,decided,49,1,male,1,3,184,18,0
7708,decided,40,1,female,0,1,120,12,1
7709,undecided,49,1,female,1,2,43,18,0
7710,decided,46,1,female,0,6,95,12,0
7711,undecided,52,0,female,1,3,170,16,1
7712,decided,36,1,female,0,1,16,8,0
7713,undecided,38,1,female,1,3,93,18,0
7714,undecided,51,1,female,1,2,60,18,0
7715,decided,36,0,male,0,2,40,18,0
7716,undecided,37,1,male,1,5,48,15,1
7717,decided,58,1,male,1,4,86,20,0
7718,undecided,52,1,female,1,3,74,20,0
7719,undecided,45,0,female,1,5,74,18,1
7720,undecided,59,1,female,1,3,70,20,0
7721,decided,52,1,male,1,4,233,20,0
7722,decided,31,1,other,1,5,205,15,1
7723,undecided,39,1,female,1,6,115,15,0
7724,decided,31,1,female,1,4,149,12,1
7725,decided,53,1,female,1,2,56,8,0
7726,undecided,32,0,female,1,4,64,15,0
7727,undecided,39,1,female,1,3,149,15,1
7728,decided,50,1,male,1,4,152,18,1
7729,decided,42,1,female,1,3,302,15,1
7730,undecided,69,1,female,0,2,50,20,0
7731,undecided,47,1,male,1,3,173,16,1
7732,undecided,38,1,female,1,5,21,15,0
7733,undecided,61,1,female,1,3,138,20,0
7734,decided,47,1,male,1,4,37,20,0
7735,undecided,41,1,female,1,4,127,18,1
7736,undecided,52,1,female,1,2,83,15,1
7737,decided,67,1,male,1,5,46.5,10,0
7738,decided,31,1,female,1,3,143,8,1
7739,decided,51,1,male,0,3,83,18,0
7740,decided,35,1,female,1,3,305,15,1
7741,decided,46,1,female,1,3,98,12,0
7742,decided,66,1,male,1,3,96,8,1
7743,decided,35,1,other,1,6,5,18,1
7744,decided,49,0,female,1,3,123,20,1
7745,decided,52,1,male,1,3,215,20,1
7746,undecided,51,1,other,0,1,55,20,0
7747,undecided,22,0,female,1,2,128,15,1
7748,undecided,52,1,female,1,5,101,16,1
7749,decided,31,1,male,0,3,12.5,8,1
7750,undecided,39,1,other,1,4,74,15,1
7751,undecided,40,1,female,1,3,115,15,0
7752,undecided,49,1,female,1,3,32,20,0
7753,undecided,60,1,female,1,5,17,13,1
7754,undecided,45,1,female,1,2,73,9,1
7755,decided,54,1,female,0,1,177,20,1
7756,decided,40,0,female,1,4,143,8,0
7757,decided,45,0,female,1,3,46.5,8,0
7758,decided,52,0,other,1,2,301,15,1
7759,decided,33,1,female,1,3,252,15,1
7760,undecided,53,0,female,0,1,35,18,0
7761,decided,39,1,male,0,3,115,18,1
7762,undecided,35,1,female,1,2,80,15,0
7763,undecided,65,1,female,1,2,62,20,0
7764,decided,37,1,female,0,1,196,18,1
7765,undecided,38,1,female,1,3,55,18,0
7766,undecided,35,1,male,1,3,218,15,1
7767,undecided,61,1,male,1,5,27,16,1
7768,undecided,61,1,female,1,5,105,13,0
7769,undecided,37,1,female,0,3,45,15,1
7770,decided,51,1,female,1,4,157,18,1
7771,undecided,25,1,female,1,3,81.5,15,1
7772,decided,37,1,female,1,3,106,9,0
7773,decided,47,1,female,1,3,134,18,1
7774,decided,73,1,male,1,5,167,20,1
7775,decided,36,1,female,1,2,62.5,8,1
7776,decided,49,0,female,0,1,34,8,0
7777,decided,43,1,male,1,2,61,12,0
7778,decided,66,1,female,1,2,171,20,1
7779,decided,38,1,female,1,5,60,12,1
7780,decided,51,1,male,0,1,79,18,1
7781,decided,32,1,male,0,3,48,18,1
7782,undecided,46,1,other,1,5,98,13,0
7783,undecided,51,0,female,1,2,145,15,0
7784,decided,62,0,female,0,3,11,8,1
7785,undecided,42,1,female,1,4,147,18,0
7786,decided,31,0,female,1,3,51,8,0
7787,undecided,52,1,female,1,2,141,15,0
7788,undecided,55,1,other,1,2,110.5,18,0
7789,decided,36,0,male,1,4,107,18,0
7790,decided,31,0,female,0,4,97,9,0
7791,decided,66,1,female,1,2,82,20,1
7792,decided,48,1,female,0,1,23,20,1
7793,undecided,53,1,female,1,4,102,20,0
7794,decided,69,1,female,1,2,99,20,1
7795,undecided,32,1,female,1,2,78,15,1
7796,decided,43,1,female,1,3,153,12,1
7797,decided,48,1,male,1,3,153,20,1
7798,decided,55,1,male,1,6,53,8,1
7799,undecided,56,1,other,1,3,47,18,0
7800,undecided,72,0,female,1,5,65.5,20,0
7801,decided,50,1,female,1,3,18,20,1
7802,undecided,51,0,female,1,3,29,8,1
7803,decided,41,1,male,0,2,163,18,0
7804,undecided,44,1,female,1,5,169,15,0
7805,decided,33,1,male,0,5,76,9,1
7806,decided,63,1,female,0,3,78,20,1
7807,decided,49,0,male,1,5,84,8,1
7808,decided,48,0,female,1,4,41,18,1
7809,undecided,47,1,female,1,4,107,15,1
7810,decided,59,0,male,1,5,74,20,1
7811,undecided,49,1,male,1,5,108,15,0
7812,decided,69,0,male,1,4,85.5,10,0
7813,decided,64,1,female,1,6,76,20,1
7814,undecided,46,1,female,1,3,30,20,0
7815,undecided,51,1,other,1,4,165,18,0
7816,decided,31,1,female,0,3,50,12,0
7817,decided,53,1,other,1,3,205,16,1
7818,decided,39,1,female,1,4,93,8,1
7819,undecided,34,1,female,1,4,47,15,0
7820,undecided,35,1,female,1,4,88.5,15,0
7821,undecided,40,1,female,1,2,52,18,0
7822,decided,47,1,female,0,1,61.5,20,1
7823,decided,43,1,male,1,5,96,12,1
7824,undecided,58,1,other,1,3,76,18,0
7825,decided,38,1,male,0,1,70,8,0
7826,undecided,55,1,male,1,3,21,13,1
7827,decided,47,1,female,0,2,36,18,1
7828,undecided,50,1,female,1,3,173,15,0
7829,undecided,37,1,female,1,6,63,15,0
7830,undecided,59,1,female,1,3,43,13,1
7831,undecided,67,1,female,1,2,85,16,0
7832,decided,54,0,female,1,3,65.5,20,1
7833,decided,40,1,female,1,4,56,18,1
7834,decided,22,1,female,1,2,125,12,1
7835,decided,38,1,female,1,5,125,12,1
7836,undecided,30,1,male,0,3,75,14,1
7837,undecided,66,1,female,1,3,8,20,0
7838,decided,36,0,female,0,2,20,8,1
7839,undecided,40,1,female,0,1,231,18,0
7840,decided,38,0,other,1,4,99,8,0
7841,undecided,43,1,male,1,5,143,15,1
7842,undecided,63,1,female,1,4,129,20,0
7843,decided,60,1,female,1,3,78.5,10,1
7844,undecided,56,1,female,1,4,50,20,0
7845,decided,50,0,male,0,4,34,18,0
7846,undecided,56,1,female,1,3,64,15,1
7847,decided,43,1,male,1,2,65,18,0
7848,decided,50,0,female,1,3,115,8,1
7849,decided,40,0,female,1,5,247,8,0
7850,decided,43,0,female,0,1,25,8,0
7851,decided,53,0,male,1,4,83,10,0
7852,decided,69,1,female,1,2,49,10,0
7853,decided,73,1,male,1,3,13,20,0
7854,decided,45,1,female,1,5,95,12,1
7855,decided,36,1,female,1,4,23,18,1
7856,decided,37,1,male,1,2,73,9,1
7857,decided,34,1,male,1,4,36,11,0
7858,undecided,53,1,other,1,6,86,20,0
7859,decided,41,0,female,1,3,40.5,12,0
7860,decided,39,0,female,1,2,102,12,0
7861,decided,45,1,female,1,3,250,9,0
7862,decided,66,1,other,1,3,100,10,1
7863,decided,34,1,female,1,2,204,9,1
7864,undecided,53,1,female,0,4,41,13,0
7865,decided,44,0,female,1,4,65.5,10,0
7866,undecided,43,1,female,1,5,57,12,1
7867,undecided,63,1,male,1,2,39,16,0
7868,decided,71,1,female,0,3,54,20,1
7869,undecided,65,1,male,1,4,6,16,0
7870,decided,44,1,female,1,3,158,20,1
7871,undecided,41,1,other,1,2,55,18,0
7872,undecided,61,1,female,1,4,153,20,0
7873,undecided,33,1,female,1,6,106,15,0
7874,decided,71,1,female,1,2,62,20,1
7875,undecided,29,0,male,1,5,96,15,1
7876,undecided,53,1,female,1,5,132,15,1
7877,undecided,55,1,female,1,6,77,15,1
7878,undecided,51,1,female,1,6,18,15,1
7879,decided,60,0,female,0,6,14,8,1
7880,undecided,66,1,female,0,1,14,20,0
7881,undecided,53,1,male,1,2,95,13,1
7882,decided,71,1,female,1,3,120,10,0
7883,decided,53,1,female,1,4,174,20,1
7884,decided,64,0,female,0,3,91,8,0
7885,undecided,39,1,female,1,6,145,15,0
7886,undecided,60,1,other,1,3,65,20,0
7887,decided,54,0,female,0,4,9,8,1
7888,undecided,55,1,male,1,5,84,20,1
7889,decided,45,1,male,1,5,113,20,0
7890,undecided,61,1,female,0,2,4,20,0
7891,decided,34,1,female,1,3,101,18,1
7892,undecided,50,1,female,1,4,127,15,1
7893,decided,44,1,female,1,4,36,8,1
7894,undecided,63,1,female,0,1,55,20,0
7895,decided,62,1,female,1,3,181,13,1
7896,decided,35,1,male,1,4,283,18,1
7897,decided,43,1,male,0,2,34,8,0
7898,undecided,40,1,female,1,4,54,18,0
7899,undecided,76,1,other,1,2,57,20,0
7900,undecided,54,1,female,1,4,134,18,0
7901,decided,32,1,male,1,5,196,15,0
7902,undecided,38,0,female,1,6,97,15,1
7903,decided,40,1,female,1,2,29,18,1
7904,undecided,28,0,female,1,4,107,15,1
7905,undecided,37,1,female,0,4,149,15,0
7906,undecided,57,1,female,0,2,127,13,0
7907,undecided,47,1,female,1,6,133,15,1
7908,decided,52,0,male,0,1,15,8,1
7909,decided,53,1,female,1,2,21,20,1
7910,decided,52,1,male,1,3,43,10,0
7911,undecided,68,1,other,1,4,43,20,0
7912,undecided,38,1,female,0,1,58,18,0
7913,undecided,37,1,male,1,5,72,15,0
7914,decided,58,1,female,1,4,6,9,0
7915,decided,47,1,female,1,2,452,18,1
7916,decided,51,1,female,0,1,57,18,1
7917,undecided,64,1,female,1,4,32,16,1
7918,decided,25,1,female,1,2,190,11,1
7919,undecided,47,1,female,0,1,88,20,0
7920,decided,54,1,male,1,5,210,15,1
7921,decided,54,1,male,0,1,144,9,1
7922,decided,43,1,male,1,3,24,18,0
7923,decided,45,1,female,1,4,112,9,0
7924,undecided,66,1,female,1,2,39,16,0
7925,decided,35,0,female,1,6,152,12,1
7926,decided,28,1,male,1,3,177,12,0
7927,undecided,46,1,female,1,3,113,18,0
7928,undecided,50,1,female,1,4,84,15,1
7929,undecided,46,1,female,1,2,95,20,0
7930,undecided,65,1,male,1,5,49,13,0
7931,decided,47,1,male,1,2,131,18,0
7932,undecided,40,1,female,0,3,91,15,0
7933,decided,53,0,male,1,4,46.5,8,0
7934,decided,51,0,female,1,2,7,8,1
7935,decided,51,1,other,0,1,30,20,1
7936,undecided,61,1,female,1,2,69,20,0
